x,y
/data/ILRW/03/03_top/0_03_11_0068.png,0
/data/ILRW/17/17_top/0_17_18_0036.png,1
/data/ILRW/23/23_top/0_23_09_0023.png,1
/data/ILRW/10/10_top/0_10_07_0021.png,0
/data/ILRW/18/18_top/0_18_13_0065.png,1
/data/ILRW/02/02_top/0_02_05_0247.png,3
/data/ILRW/25/25_top/0_25_04_0006.png,0
/data/ILRW/13/13_top/0_13_04_0080.png,2
/data/ILRW/20/20_top/0_20_08_0068.png,3
/data/ILRW/10/10_top/0_10_13_0042.png,2
/data/ILRW/18/18_top/0_18_10_0045.png,1
/data/ILRW/02/02_top/0_02_07_0383.png,0
/data/ILRW/05/05_top/0_05_08_0130.png,1
/data/ILRW/14/14_top/0_14_07_0048.png,1
/data/ILRW/06/06_top/0_06_05_0035.png,0
/data/ILRW/07/07_top/0_07_14_0008.png,0
/data/ILRW/07/07_top/0_07_05_0046.png,2
/data/ILRW/07/07_top/0_07_03_0042.png,4
/data/ILRW/04/04_top/0_04_16_0059.png,0
/data/ILRW/09/09_top/0_09_11_0016.png,2
/data/ILRW/05/05_top/0_05_15_0080.png,1
/data/ILRW/12/12_top/0_12_17_0038.png,2
/data/ILRW/13/13_top/0_13_05_0090.png,2
/data/ILRW/23/23_top/0_23_16_0049.png,4
/data/ILRW/05/05_top/0_05_02_0280.png,1
/data/ILRW/20/20_top/0_20_06_0077.png,1
/data/ILRW/12/12_top/0_12_09_0003.png,0
/data/ILRW/24/24_top/0_24_07_0035.png,0
/data/ILRW/07/07_top/0_07_05_0006.png,2
/data/ILRW/12/12_top/0_12_06_0042.png,0
/data/ILRW/05/05_top/0_05_14_0038.png,2
/data/ILRW/02/02_top/0_02_07_0503.png,0
/data/ILRW/05/05_top/0_05_16_0051.png,1
/data/ILRW/10/10_top/0_10_02_0062.png,4
/data/ILRW/13/13_top/0_13_06_0086.png,3
/data/ILRW/03/03_top/0_03_03_0543.png,3
/data/ILRW/03/03_top/0_03_04_0161.png,2
/data/ILRW/01/01_top/0_01_03_0171.png,4
/data/ILRW/14/14_top/0_14_09_0016.png,4
/data/ILRW/24/24_top/0_24_07_0052.png,0
/data/ILRW/03/03_top/0_03_18_0086.png,1
/data/ILRW/14/14_top/0_14_11_0033.png,3
/data/ILRW/21/21_top/0_21_15_0005.png,4
/data/ILRW/11/11_top/0_11_16_0001.png,2
/data/ILRW/05/05_top/0_05_06_0104.png,1
/data/ILRW/23/23_top/0_23_10_0117.png,0
/data/ILRW/02/02_top/0_02_12_0031.png,3
/data/ILRW/15/15_top/0_15_05_0018.png,3
/data/ILRW/09/09_top/0_09_11_0102.png,2
/data/ILRW/05/05_top/0_05_13_0137.png,1
/data/ILRW/05/05_top/0_05_03_0103.png,2
/data/ILRW/13/13_top/0_13_03_0088.png,2
/data/ILRW/13/13_top/0_13_13_0090.png,2
/data/ILRW/25/25_top/0_25_05_0017.png,0
/data/ILRW/02/02_top/0_02_05_0426.png,3
/data/ILRW/10/10_top/0_10_17_0130.png,4
/data/ILRW/14/14_top/0_14_14_0035.png,3
/data/ILRW/03/03_top/0_03_08_0195.png,2
/data/ILRW/16/16_top/0_16_18_0065.png,4
/data/ILRW/14/14_top/0_14_03_0083.png,1
/data/ILRW/22/22_top/0_22_18_0031.png,4
/data/ILRW/24/24_top/0_24_03_0053.png,4
/data/ILRW/20/20_top/0_20_17_0045.png,0
/data/ILRW/16/16_top/0_16_14_0064.png,1
/data/ILRW/06/06_top/0_06_01_0083.png,3
/data/ILRW/16/16_top/0_16_09_0045.png,3
/data/ILRW/09/09_top/0_09_16_0032.png,4
/data/ILRW/13/13_top/0_13_14_0065.png,3
/data/ILRW/22/22_top/0_22_17_0032.png,2
/data/ILRW/05/05_top/0_05_04_0019.png,1
/data/ILRW/23/23_top/0_23_04_0101.png,0
/data/ILRW/25/25_top/0_25_01_0002.png,2
/data/ILRW/22/22_top/0_22_01_0048.png,2
/data/ILRW/03/03_top/0_03_07_0197.png,2
/data/ILRW/05/05_top/0_05_02_0681.png,1
/data/ILRW/03/03_top/0_03_09_0132.png,2
/data/ILRW/17/17_top/0_17_14_0070.png,1
/data/ILRW/18/18_top/0_18_08_0023.png,1
/data/ILRW/03/03_top/0_03_04_0543.png,2
/data/ILRW/05/05_top/0_05_02_0694.png,1
/data/ILRW/16/16_top/0_16_16_0062.png,3
/data/ILRW/02/02_top/0_02_07_0488.png,0
/data/ILRW/15/15_top/0_15_01_0094.png,4
/data/ILRW/15/15_top/0_15_04_0005.png,2
/data/ILRW/13/13_top/0_13_17_0034.png,2
/data/ILRW/20/20_top/0_20_01_0076.png,1
/data/ILRW/03/03_top/0_03_03_0116.png,3
/data/ILRW/02/02_top/0_02_07_0482.png,0
/data/ILRW/05/05_top/0_05_04_0087.png,1
/data/ILRW/25/25_top/0_25_10_0023.png,1
/data/ILRW/05/05_top/0_05_09_0073.png,1
/data/ILRW/20/20_top/0_20_06_0007.png,1
/data/ILRW/09/09_top/0_09_07_0018.png,3
/data/ILRW/18/18_top/0_18_04_0035.png,1
/data/ILRW/23/23_top/0_23_08_0122.png,4
/data/ILRW/05/05_top/0_05_02_0473.png,1
/data/ILRW/08/08_top/0_08_01_0150.png,2
/data/ILRW/19/19_top/0_19_12_0048.png,0
/data/ILRW/16/16_top/0_16_16_0027.png,3
/data/ILRW/18/18_top/0_18_08_0019.png,1
/data/ILRW/11/11_top/0_11_16_0035.png,2
/data/ILRW/09/09_top/0_09_08_0050.png,0
/data/ILRW/05/05_top/0_05_03_0629.png,2
/data/ILRW/16/16_top/0_16_01_0061.png,4
/data/ILRW/08/08_top/0_08_03_0078.png,1
/data/ILRW/20/20_top/0_20_07_0053.png,3
/data/ILRW/25/25_top/0_25_05_0031.png,0
/data/ILRW/24/24_top/0_24_02_0004.png,3
/data/ILRW/02/02_top/0_02_05_0481.png,3
/data/ILRW/12/12_top/0_12_13_0011.png,0
/data/ILRW/12/12_top/0_12_18_0011.png,2
/data/ILRW/03/03_top/0_03_06_0397.png,4
/data/ILRW/18/18_top/0_18_08_0008.png,1
/data/ILRW/07/07_top/0_07_18_0049.png,2
/data/ILRW/03/03_top/0_03_03_0385.png,3
/data/ILRW/15/15_top/0_15_03_0006.png,2
/data/ILRW/11/11_top/0_11_04_0068.png,1
/data/ILRW/09/09_top/0_09_07_0121.png,3
/data/ILRW/03/03_top/0_03_04_0191.png,2
/data/ILRW/03/03_top/0_03_09_0063.png,2
/data/ILRW/21/21_top/0_21_12_0026.png,1
/data/ILRW/03/03_top/0_03_03_0592.png,3
/data/ILRW/01/01_top/0_01_04_0168.png,4
/data/ILRW/14/14_top/0_14_07_0026.png,1
/data/ILRW/19/19_top/0_19_07_0075.png,2
/data/ILRW/04/04_top/0_04_14_0033.png,0
/data/ILRW/06/06_top/0_06_03_0093.png,2
/data/ILRW/05/05_top/0_05_02_0630.png,1
/data/ILRW/02/02_top/0_02_12_0079.png,3
/data/ILRW/03/03_top/0_03_05_0280.png,2
/data/ILRW/03/03_top/0_03_18_0021.png,1
/data/ILRW/10/10_top/0_10_03_0015.png,3
/data/ILRW/24/24_top/0_24_07_0087.png,0
/data/ILRW/15/15_top/0_15_16_0014.png,3
/data/ILRW/20/20_top/0_20_15_0070.png,1
/data/ILRW/04/04_top/0_04_09_0012.png,0
/data/ILRW/03/03_top/0_03_14_0100.png,2
/data/ILRW/11/11_top/0_11_08_0035.png,3
/data/ILRW/19/19_top/0_19_06_0044.png,0
/data/ILRW/21/21_top/0_21_14_0093.png,4
/data/ILRW/09/09_top/0_09_01_0012.png,2
/data/ILRW/04/04_top/0_04_04_0377.png,4
/data/ILRW/15/15_top/0_15_03_0052.png,2
/data/ILRW/05/05_top/0_05_02_0678.png,1
/data/ILRW/04/04_top/0_04_15_0115.png,4
/data/ILRW/05/05_top/0_05_11_0006.png,1
/data/ILRW/02/02_top/0_02_06_0095.png,3
/data/ILRW/15/15_top/0_15_02_0021.png,2
/data/ILRW/10/10_top/0_10_15_0000.png,2
/data/ILRW/02/02_top/0_02_07_0147.png,0
/data/ILRW/16/16_top/0_16_04_0030.png,4
/data/ILRW/21/21_top/0_21_02_0107.png,4
/data/ILRW/19/19_top/0_19_08_0045.png,0
/data/ILRW/05/05_top/0_05_02_0101.png,1
/data/ILRW/13/13_top/0_13_15_0084.png,2
/data/ILRW/05/05_top/0_05_09_0155.png,1
/data/ILRW/21/21_top/0_21_09_0023.png,0
/data/ILRW/04/04_top/0_04_09_0029.png,0
/data/ILRW/19/19_top/0_19_12_0052.png,0
/data/ILRW/04/04_top/0_04_03_0359.png,4
/data/ILRW/23/23_top/0_23_17_0075.png,1
/data/ILRW/02/02_top/0_02_03_0409.png,2
/data/ILRW/06/06_top/0_06_07_0107.png,3
/data/ILRW/06/06_top/0_06_03_0281.png,2
/data/ILRW/10/10_top/0_10_14_0039.png,0
/data/ILRW/09/09_top/0_09_08_0114.png,0
/data/ILRW/05/05_top/0_05_05_0051.png,2
/data/ILRW/05/05_top/0_05_13_0135.png,1
/data/ILRW/16/16_top/0_16_10_0032.png,4
/data/ILRW/25/25_top/0_25_06_0033.png,3
/data/ILRW/18/18_top/0_18_18_0020.png,1
/data/ILRW/09/09_top/0_09_06_0008.png,4
/data/ILRW/02/02_top/0_02_18_0031.png,2
/data/ILRW/09/09_top/0_09_07_0040.png,3
/data/ILRW/25/25_top/0_25_05_0040.png,0
/data/ILRW/21/21_top/0_21_08_0104.png,0
/data/ILRW/15/15_top/0_15_14_0040.png,4
/data/ILRW/11/11_top/0_11_14_0050.png,2
/data/ILRW/18/18_top/0_18_04_0106.png,1
/data/ILRW/20/20_top/0_20_06_0072.png,1
/data/ILRW/05/05_top/0_05_10_0148.png,3
/data/ILRW/02/02_top/0_02_12_0103.png,3
/data/ILRW/07/07_top/0_07_14_0034.png,0
/data/ILRW/13/13_top/0_13_15_0091.png,2
/data/ILRW/02/02_top/0_02_11_0040.png,3
/data/ILRW/04/04_top/0_04_05_0308.png,4
/data/ILRW/17/17_top/0_17_15_0025.png,4
/data/ILRW/19/19_top/0_19_14_0014.png,2
/data/ILRW/20/20_top/0_20_06_0008.png,1
/data/ILRW/06/06_top/0_06_12_0042.png,3
/data/ILRW/25/25_top/0_25_04_0026.png,0
/data/ILRW/01/01_top/0_01_18_0045.png,2
/data/ILRW/02/02_top/0_02_14_0070.png,1
/data/ILRW/24/24_top/0_24_10_0069.png,2
/data/ILRW/14/14_top/0_14_10_0007.png,2
/data/ILRW/20/20_top/0_20_17_0081.png,0
/data/ILRW/18/18_top/0_18_17_0038.png,3
/data/ILRW/19/19_top/0_19_08_0039.png,0
/data/ILRW/25/25_top/0_25_18_0087.png,1
/data/ILRW/14/14_top/0_14_04_0014.png,2
/data/ILRW/20/20_top/0_20_01_0082.png,1
/data/ILRW/11/11_top/0_11_13_0022.png,3
/data/ILRW/06/06_top/0_06_05_0119.png,0
/data/ILRW/08/08_top/0_08_09_0089.png,2
/data/ILRW/02/02_top/0_02_05_0499.png,3
/data/ILRW/25/25_top/0_25_11_0068.png,1
/data/ILRW/02/02_top/0_02_05_0572.png,3
/data/ILRW/05/05_top/0_05_12_0026.png,1
/data/ILRW/11/11_top/0_11_08_0066.png,3
/data/ILRW/02/02_top/0_02_05_0411.png,3
/data/ILRW/16/16_top/0_16_17_0039.png,4
/data/ILRW/06/06_top/0_06_06_0237.png,2
/data/ILRW/06/06_top/0_06_03_0428.png,2
/data/ILRW/05/05_top/0_05_05_0017.png,2
/data/ILRW/02/02_top/0_02_07_0141.png,0
/data/ILRW/04/04_top/0_04_09_0095.png,0
/data/ILRW/23/23_top/0_23_05_0082.png,0
/data/ILRW/12/12_top/0_12_04_0060.png,4
/data/ILRW/25/25_top/0_25_06_0074.png,3
/data/ILRW/07/07_top/0_07_14_0013.png,0
/data/ILRW/03/03_top/0_03_16_0022.png,2
/data/ILRW/24/24_top/0_24_02_0102.png,3
/data/ILRW/06/06_top/0_06_03_0128.png,2
/data/ILRW/05/05_top/0_05_03_0001.png,2
/data/ILRW/19/19_top/0_19_12_0082.png,0
/data/ILRW/09/09_top/0_09_18_0079.png,2
/data/ILRW/02/02_top/0_02_02_0335.png,4
/data/ILRW/16/16_top/0_16_16_0055.png,3
/data/ILRW/18/18_top/0_18_08_0109.png,1
/data/ILRW/04/04_top/0_04_04_0344.png,4
/data/ILRW/08/08_top/0_08_08_0080.png,3
/data/ILRW/22/22_top/0_22_04_0011.png,4
/data/ILRW/01/01_top/0_01_14_0101.png,4
/data/ILRW/01/01_top/0_01_10_0095.png,4
/data/ILRW/06/06_top/0_06_01_0108.png,3
/data/ILRW/02/02_top/0_02_07_0253.png,0
/data/ILRW/11/11_top/0_11_07_0100.png,3
/data/ILRW/03/03_top/0_03_12_0121.png,2
/data/ILRW/10/10_top/0_10_18_0036.png,0
/data/ILRW/06/06_top/0_06_17_0027.png,1
/data/ILRW/17/17_top/0_17_16_0027.png,2
/data/ILRW/12/12_top/0_12_06_0095.png,0
/data/ILRW/22/22_top/0_22_16_0031.png,0
/data/ILRW/13/13_top/0_13_02_0006.png,2
/data/ILRW/20/20_top/0_20_04_0022.png,3
/data/ILRW/20/20_top/0_20_01_0022.png,1
/data/ILRW/21/21_top/0_21_06_0073.png,1
/data/ILRW/13/13_top/0_13_01_0063.png,2
/data/ILRW/06/06_top/0_06_08_0103.png,2
/data/ILRW/04/04_top/0_04_02_0088.png,4
/data/ILRW/05/05_top/0_05_07_0057.png,2
/data/ILRW/02/02_top/0_02_07_0500.png,0
/data/ILRW/07/07_top/0_07_14_0046.png,0
/data/ILRW/22/22_top/0_22_07_0072.png,2
/data/ILRW/19/19_top/0_19_04_0071.png,1
/data/ILRW/17/17_top/0_17_07_0011.png,2
/data/ILRW/19/19_top/0_19_12_0056.png,0
/data/ILRW/19/19_top/0_19_11_0025.png,1
/data/ILRW/21/21_top/0_21_10_0097.png,0
/data/ILRW/06/06_top/0_06_08_0056.png,2
/data/ILRW/04/04_top/0_04_06_0326.png,4
/data/ILRW/05/05_top/0_05_06_0095.png,1
/data/ILRW/04/04_top/0_04_03_0357.png,4
/data/ILRW/07/07_top/0_07_06_0093.png,1
/data/ILRW/04/04_top/0_04_02_0083.png,4
/data/ILRW/07/07_top/0_07_14_0092.png,0
/data/ILRW/10/10_top/0_10_01_0208.png,0
/data/ILRW/06/06_top/0_06_02_0118.png,4
/data/ILRW/23/23_top/0_23_10_0097.png,0
/data/ILRW/05/05_top/0_05_10_0128.png,3
/data/ILRW/11/11_top/0_11_08_0038.png,3
/data/ILRW/18/18_top/0_18_17_0031.png,3
/data/ILRW/19/19_top/0_19_15_0054.png,1
/data/ILRW/25/25_top/0_25_17_0048.png,0
/data/ILRW/18/18_top/0_18_15_0022.png,2
/data/ILRW/02/02_top/0_02_17_0038.png,3
/data/ILRW/06/06_top/0_06_11_0083.png,1
/data/ILRW/11/11_top/0_11_04_0028.png,1
/data/ILRW/13/13_top/0_13_08_0066.png,2
/data/ILRW/02/02_top/0_02_05_0228.png,3
/data/ILRW/21/21_top/0_21_14_0041.png,4
/data/ILRW/02/02_top/0_02_07_0096.png,0
/data/ILRW/21/21_top/0_21_04_0085.png,1
/data/ILRW/21/21_top/0_21_04_0005.png,1
/data/ILRW/11/11_top/0_11_09_0003.png,0
/data/ILRW/02/02_top/0_02_05_0371.png,3
/data/ILRW/20/20_top/0_20_05_0011.png,3
/data/ILRW/19/19_top/0_19_15_0121.png,1
/data/ILRW/23/23_top/0_23_04_0038.png,0
/data/ILRW/20/20_top/0_20_17_0037.png,0
/data/ILRW/25/25_top/0_25_12_0055.png,0
/data/ILRW/10/10_top/0_10_05_0101.png,2
/data/ILRW/12/12_top/0_12_17_0047.png,2
/data/ILRW/03/03_top/0_03_03_0159.png,3
/data/ILRW/19/19_top/0_19_08_0014.png,0
/data/ILRW/11/11_top/0_11_13_0108.png,3
/data/ILRW/04/04_top/0_04_17_0009.png,0
/data/ILRW/19/19_top/0_19_10_0095.png,0
/data/ILRW/20/20_top/0_20_02_0008.png,4
/data/ILRW/02/02_top/0_02_17_0054.png,3
/data/ILRW/25/25_top/0_25_01_0030.png,2
/data/ILRW/09/09_top/0_09_11_0003.png,2
/data/ILRW/05/05_top/0_05_18_0033.png,1
/data/ILRW/19/19_top/0_19_13_0122.png,1
/data/ILRW/07/07_top/0_07_02_0011.png,0
/data/ILRW/11/11_top/0_11_01_0016.png,2
/data/ILRW/23/23_top/0_23_16_0032.png,4
/data/ILRW/03/03_top/0_03_04_0003.png,2
/data/ILRW/19/19_top/0_19_02_0051.png,0
/data/ILRW/06/06_top/0_06_04_0119.png,4
/data/ILRW/21/21_top/0_21_18_0039.png,1
/data/ILRW/25/25_top/0_25_12_0085.png,0
/data/ILRW/12/12_top/0_12_16_0066.png,2
/data/ILRW/02/02_top/0_02_11_0025.png,3
/data/ILRW/05/05_top/0_05_10_0151.png,3
/data/ILRW/06/06_top/0_06_13_0047.png,1
/data/ILRW/17/17_top/0_17_07_0023.png,2
/data/ILRW/25/25_top/0_25_03_0065.png,0
/data/ILRW/13/13_top/0_13_13_0054.png,2
/data/ILRW/15/15_top/0_15_04_0070.png,2
/data/ILRW/06/06_top/0_06_05_0090.png,0
/data/ILRW/20/20_top/0_20_10_0048.png,1
